name,href,location,active_years,description
Faisal Malik,https://www.rekhta.org/poets/faisal-malik,Rawalpindi,1982,
Faisal Nadeem Faisal,https://www.rekhta.org/poets/faisal-nadeem-faisal,Lahore,1983,
Faisal Qadri Gunnauri,https://www.rekhta.org/poets/faisal-qadri-gunnauri,Gunnaur,1995,
Faisal Rehan,https://www.rekhta.org/poets/faisal-rehan,,,
Faisal Saeed Zirgham,https://www.rekhta.org/authors/faisal-saeed-zirgham,Karachi,1974,Young Pakistani poet and short story writer.
Faisal Saghar,https://www.rekhta.org/poets/faisal-saghar,,,
Faiyaz Ahmed,https://www.rekhta.org/poets/faiyaz-ahmed,Delhi,1974,
Faiyaz Aswad,https://www.rekhta.org/poets/faiyaz-aswad,,,
Faiyaz Gwaliari,https://www.rekhta.org/authors/faiyaz-gwaliari,Gwalior,1906 -1980,
FaIyaz Rashk,https://www.rekhta.org/poets/faiyaz-rashk,,1953,
Faiyaz Rifat,https://www.rekhta.org/authors/faiyaz-rifat,Lucknow,1940 -2022,
Faiz,https://www.rekhta.org/poets/faiz,Mumbai,1947,
Faiz Ahmad Faiz,https://www.rekhta.org/poets/faiz-ahmad-faiz,Lahore,1911 -1984,One of the widely celebrated and popular Urdu poets. Equally sung in romance and rebel. Faced political repression against his revolutionary views
Faiz Alam Babar,https://www.rekhta.org/poets/faiz-alam-babar,,,
faiz anwar,https://www.rekhta.org/poets/faiz-anwar,Mumbai,1965,
Faiz Dakani,https://www.rekhta.org/poets/faiz-dakani,,-1682,
Faiz Jhanjhanvi,https://www.rekhta.org/authors/faiz-jhanjhanvi,Faisalabad,1910 -1981,
Faiz Khalilabadi,https://www.rekhta.org/poets/faiz-khalilabadi,Sant Kabir Nagar,1980,
Faiz Ludhianvi,https://www.rekhta.org/poets/faiz-ludhianvi,Lahore,1911 -1995,
Faiz rahil Khan,https://www.rekhta.org/poets/faiz-rahil-khan,Jaunpur,1994,
Faiz Rahmani Faiz,https://www.rekhta.org/poets/faiz-rahmani-faiz,Bhagalpur,,
Faiz Tabassum Tonsvi,https://www.rekhta.org/authors/faiz-tabassum-tonsvi,Karachi,,
Faiz ul Hasan Khayal,https://www.rekhta.org/poets/faiz-ul-hasan-khayal,Hyderabad,1916 -1890,
Faiza Hamza,https://www.rekhta.org/authors/faiza-hamza,,,
Faizan Arif,https://www.rekhta.org/poets/faizan-arif,Pakistan,1967,
Faizan Asad,https://www.rekhta.org/poets/faizan-asad,,1986,
Faizan Hashmi,https://www.rekhta.org/poets/faizan-hashmi,Pakistan,1986,
Faizan Nadir,https://www.rekhta.org/authors/faizan-nadir,,,
Faizi,https://www.rekhta.org/poets/faizi,Pakistan,1965,
G A Kulkarni,https://www.rekhta.org/authors/g-a-kulkarni,,1923 -1987,
G L Rawal,https://www.rekhta.org/poets/g-l-rawal,,,
G R Kanwal,https://www.rekhta.org/poets/g-r-kanwal-1,Delhi,1935,
G. R. Vashishth,https://www.rekhta.org/poets/g-r-vashishth,Alwar,1996,
Gaazi Moin,https://www.rekhta.org/poets/gaazi-moin,Mumbai,1978,
Gaffar Babar,https://www.rekhta.org/poets/gaffar-babar,,,
Ganesh Bihari Tarz,https://www.rekhta.org/poets/ganesh-bihari-tarz,Lucknow,1932 -2008,
Ganesh Gaikwad Aaghaz,https://www.rekhta.org/poets/ganesh-gaikwad-aaghaz,,1970,
Gauhar Begum Gauhar,https://www.rekhta.org/poets/gauhar-begum-gauhar,,,
Gauhar Hoshiyarpuri,https://www.rekhta.org/poets/gauhar-hoshiyarpuri,,1930 -2000,
Gauhar Naushahi,https://www.rekhta.org/poets/gauhar-naushahi,Pakistan,,
Gauhar Raza,https://www.rekhta.org/poets/gauhar-raza,Delhi,1956,"Indian scientist,a leading Urdu poet, social activist and documentary filmmaker"
Gauhar Seema,https://www.rekhta.org/poets/gauhar-seema,,,
Gauhar Shaikh Purwi,https://www.rekhta.org/poets/gauhar-shaikh-purwi,Patna,1951,
Gauhar Usmani,https://www.rekhta.org/poets/gauhar-usmani,Moradabad,1924 -2004,
Gaurav Trivedi,https://www.rekhta.org/poets/gaurav-trivedi,,1990,
Gautam Rajrishi,https://www.rekhta.org/poets/gautam-rajrishi,Bihar,1975,
Gawwas Qureshi,https://www.rekhta.org/poets/gawwas-qureshi,Kolkata,1898,
Gawwasi Bedri,https://www.rekhta.org/poets/gawwasi-bedri,,,
Gayatri Mehta,https://www.rekhta.org/poets/gayatri-mehta,Gurgaon,1993,
Geeta Thakur Raushni,https://www.rekhta.org/authors/geeta-thakur-raushni,,,
Geetanjali Geet,https://www.rekhta.org/poets/geetanjali-geet,,1997,
Geetanjali Rai,https://www.rekhta.org/poets/geetanjali-rai,Lucknow,1990,
George Puech Shor,https://www.rekhta.org/poets/george-puech-shor,Meerut,1823 -1894,
George Varghese Kakkanadan,https://www.rekhta.org/authors/george-varghese-kakkanadan,,1935 -2011,
Ghail Fareedi,https://www.rekhta.org/poets/ghail-fareedi,Odisha,,
Ghail Jaunpuri,https://www.rekhta.org/poets/ghail-jaunpuri,,,
Ghalib Ahmad,https://www.rekhta.org/poets/ghalib-ahmad,,1928,
Ghalib Ayaz,https://www.rekhta.org/poets/ghalib-ayaz,Delhi,1981,
Ghalib Irfan,https://www.rekhta.org/poets/ghalib-irfan,,1938,
Gham Bijnori,https://www.rekhta.org/authors/gham-bijnori,,,
Ghamgeen Dehlvi,https://www.rekhta.org/poets/ghamgeen-dehlvi,,1753 -1851,Prominent Sufi poet for whom Mirza Ghalib had great devotion
Ghamgeen Qureshi,https://www.rekhta.org/authors/ghamgeen-qureshi,,,
Ghani Ahmad Ghani,https://www.rekhta.org/poets/ghani-ahmad-ghani,,1937,
Ghani Dehlvi,https://www.rekhta.org/poets/ghani-dehlvi,Karachi,1925,
Ghani Ejaz,https://www.rekhta.org/poets/ghani-ejaz,Akola,1929 -2010,
Ghani Ghayoor,https://www.rekhta.org/poets/ghani-ghayoor,Jammu and Kashmir,1962,
Ghanshyam Desai,https://www.rekhta.org/poets/ghanshyam-desai,,1934,
Ghaus Khah makhah Hyderabadi,https://www.rekhta.org/poets/ghaus-khah-makhah-hyderabadi,Hyderabad,1929 -2017,
Ghaus Mohammad Ghausi,https://www.rekhta.org/poets/ghaus-mohammad-ghausi,Aligarh,1927,
Ghaus Siwani,https://www.rekhta.org/poets/ghaus-siwani,Delhi,1969,
Ghausi Shah,https://www.rekhta.org/authors/ghausi-shah,,,
Ghausiya Khan Sabeen,https://www.rekhta.org/poets/ghausiya-khan-sabeen,Bhopal,1980,
Ghayas Ahmad Gaddi,https://www.rekhta.org/authors/ghayas-ahmad-gaddi,Patna,1928 -1986,"One of the prominent story writers, known for his story Parinda Pakadne Wali Gaadi."
Ghayas Anjum,https://www.rekhta.org/poets/ghayas-anjum,Bokaro,1950,
Ghayas Mateen,https://www.rekhta.org/poets/ghayas-mateen,,1939,
Ghayur Jafari,https://www.rekhta.org/poets/ghayur-jafari,Kamptee,1946 -2001,
Ghazal Ansari,https://www.rekhta.org/poets/ghazal-ansari,England,,
Ghazal Jafari,https://www.rekhta.org/authors/ghazal-jafari,Pakistan,1960,
Ghazal Zaigham,https://www.rekhta.org/authors/ghazal-zaigham,,,
H. B. Baloch,https://www.rekhta.org/poets/h-b-baloch,Sindh,1978,
Haatif Aarifi Fatehpuri,https://www.rekhta.org/authors/haatif-aarifi-fatehpuri,,,
Habab Hashmi,https://www.rekhta.org/poets/habab-hashmi,,,
Habab Tirmizi,https://www.rekhta.org/poets/habab-tirmizi,,,
Habeeb Aarvi,https://www.rekhta.org/poets/habeeb-aarvi,,,
Habeeb Ahmad Anjum Datiavi,https://www.rekhta.org/authors/habeeb-ahmad-anjum-datiavi,Bhopal,,
Habeeb Ahmad Ashaar,https://www.rekhta.org/poets/habeeb-ahmad-ashaar,,,
Habeeb Ahmad Siddiqui,https://www.rekhta.org/poets/habeeb-ahmad-siddiqui,,1908,
Habeeb Ahmar,https://www.rekhta.org/poets/habeeb-ahmar,,,
Habeeb Amrohvi,https://www.rekhta.org/poets/habeeb-amrohvi,Rawalpindi,1928 -1999,
Habeeb Ashar Dehlavi,https://www.rekhta.org/poets/habeeb-ashar-dehlavi,Delhi,1919 -1971,
Habeeb Fakhri,https://www.rekhta.org/poets/habeeb-fakhri,,,
Habeeb Hashmi,https://www.rekhta.org/poets/habeeb-hashmi,Kolkata,,
Habeeb Hyderabadi,https://www.rekhta.org/poets/habeeb-hyderabadi,London,1924 -1989,
Habeeb Jaunpuri,https://www.rekhta.org/authors/habeeb-jaunpuri,,,
Habeeb Kaifi,https://www.rekhta.org/poets/habeeb-kaifi,Jodhpur,1945,
Habeeb Khan,https://www.rekhta.org/poets/habeeb-khan,,,
Habeeb Moosavi,https://www.rekhta.org/poets/habeeb-moosavi,,,
Habeeb Rahat Habab,https://www.rekhta.org/poets/habeeb-rahat-habab,,,
Habeeb Rethpuri,https://www.rekhta.org/authors/habeeb-rethpuri,,,
Habeeb Saifi,https://www.rekhta.org/authors/habeeb-saifi,,,
Habib Jalib,https://www.rekhta.org/poets/habib-jalib,Lahore,1928 -1993,"Popular poet from Pakistan, known for his anti-establishment poetry, having mass following."
Habib Rehman,https://www.rekhta.org/poets/habib-rehman,Jodhpur,1994,
Habib Tanvir,https://www.rekhta.org/poets/habib-tanvir,Mumbai,1923 -2009,"One of the most well-known contemporary Drama personality, famous for his play ""Agra-Baazar""."
Habib.I.Kinkhabwala,https://www.rekhta.org/poets/habibikinkhabwala,Surat,,
Habibur Rahman Siddiqui,https://www.rekhta.org/poets/habibur-rahman-siddiqui,Amravati,1901 -1971,
Hadeed Fatema,https://www.rekhta.org/poets/hadeed-fatema,Sialkot,2001,
Hadi Machlishahri,https://www.rekhta.org/poets/hadi-machlishahri,Pakistan,1890 -1961,
Hadi Mustafabadi,https://www.rekhta.org/poets/hadi-mustafabadi,,,
Hadi Rifat,https://www.rekhta.org/poets/hadi-rifat,Bangalore,,
Hadis Salsal,https://www.rekhta.org/poets/hadis-salsal,Jhelum,1995,
Hafeez Aatish,https://www.rekhta.org/authors/hafeez-aatish,Amroha,1942,
Hafeez Banarasi,https://www.rekhta.org/poets/hafeez-banarasi,Banaras,1933 -2008,
Hafeez Betab,https://www.rekhta.org/poets/hafeez-betab,Jamshedpur,1941,
Hafeez Fatima Barelvi,https://www.rekhta.org/poets/hafeez-fatima-barelvi,Karachi,,
Hafeez Hoshiarpuri,https://www.rekhta.org/poets/hafeez-hoshiarpuri,,1912 -1973,"Popular poet famous for his widely-sung ghazal ""mohabbat karne wale kam na honge, teri mahfil mein lekin ham na honge""."
Hafeez Jalandhari,https://www.rekhta.org/poets/hafeez-jalandhari,Lahore,1900 -1982,"Popular romantic poet made famous by Malika Pukhraj by singining ghazal ""abhi to main jawan huun"". Wrote the National Anthem of Pakistan."
Hafeez Jauhar,https://www.rekhta.org/poets/hafeez-jauhar,England,,
Hafeez Jaunpuri,https://www.rekhta.org/poets/hafeez-jaunpuri,Jaunpur,1865 -1918,"Famous for his sher, 'Baith jaata hun jahan chhanv ghani hoti hai.'"
Hafeez Merathi,https://www.rekhta.org/poets/hafeez-merathi,Meerut,1922 -2000,"One of the most popular poets, famous for his sher 'Sheesha toote gul mach jae, dil toote awaz na aae.'"
Hafeez Momin,https://www.rekhta.org/poets/hafeez-momin,,1948,
Hafeez Shahid,https://www.rekhta.org/poets/hafeez-shahid,Rahim Yar Khan,1942 -2014,
Hafeez Siddiqi,https://www.rekhta.org/poets/hafeez-siddiqi,,,
Hafeez Tabassum,https://www.rekhta.org/poets/hafeez-tabassum,Multan,1990,
Hafiz Ahmad,https://www.rekhta.org/poets/hafiz-ahmad,,,
Hafiz Dakni,https://www.rekhta.org/poets/hafiz-dakni,,,
Hafiz Karnataki,https://www.rekhta.org/poets/hafiz-karnataki,Shimoga,1964,
Hafiz Ludhiyanvi,https://www.rekhta.org/poets/hafiz-ludhiyanvi,,,
Hafiz Pilibhiti,https://www.rekhta.org/poets/hafiz-pilibhiti,,,
Hafiz Taib,https://www.rekhta.org/poets/hafiz-taib,Gujranwala,1931 -2004,
Ibadat Bareilvi,https://www.rekhta.org/authors/ibadat-bareilvi,Lahore,1920 -1998,
Ibn e Insha,https://www.rekhta.org/poets/ibn-e-insha,Karachi,1927 -1978,"Pakistani poet known for his ghazal ""kal chaudhanvi ki raat thi, shab bhar raha charcha tera""."
Ibnay Muneeb,https://www.rekhta.org/authors/ibnay-muneeb,Punjab,1979,"Story writer and poet, published several collections of stories and poetry."
Ibne Kanwal,https://www.rekhta.org/authors/ibne-kanwal,Delhi,1957 -2023,One of the postmodernist story writers; author of several books of criticism.
Ibn-e-Behroz,https://www.rekhta.org/authors/ibn-e-behroz,,,
Ibn-e-Mufti,https://www.rekhta.org/poets/ibn-e-mufti,USA,,
Ibn-e-Nashati,https://www.rekhta.org/authors/ibn-e-nashati,,-1655,
Ibn-e-Raza,https://www.rekhta.org/poets/ibn-e-raza,,,
Ibn-e-Safi,https://www.rekhta.org/authors/ibn-e-safi,Karachi,1928 -1980,Urdu poet who later became the most popular and renowned writer of detective novels in Urdu who earlier wrote Urdu poetry under the pen name of Asraar Naarvi.
Ibn-e-Ummeed,https://www.rekhta.org/poets/ibn-e-ummeed,,,
Ibn-ul-Hasan,https://www.rekhta.org/poets/ibn-ul-hasan,,,
Ibraheem Aajiz,https://www.rekhta.org/authors/ibraheem-aajiz,,,
Ibraheem Hosh,https://www.rekhta.org/poets/ibraheem-hosh,Kolkata,1918 -1988,
Ibraheem Khaleel,https://www.rekhta.org/poets/ibraheem-khaleel,,1916 -1992,
Ibrahim Ashk,https://www.rekhta.org/poets/ibrahim-ashk,Mumbai,1951,"Film Lyricist, famous for his lyrics in the film 'Kaho na pyar hai'"
Ibrahim Faiz,https://www.rekhta.org/authors/ibrahim-faiz,,,
Ibrahim Jalees,https://www.rekhta.org/authors/ibrahim-jalees,Pakistan,1924 -1977,Noted Pakistani story writer and journalist; also wrote plays and travelogues.
Ibrahim Noori,https://www.rekhta.org/poets/ibrahim-noori,Pakistan,1988,
Ibrat Bahraichi,https://www.rekhta.org/poets/ibrat-bahraichi,Bahraich,1933 -2021,
Ibrat Gorakhpuri,https://www.rekhta.org/poets/ibrat-gorakhpuri,,1859 -1918,
Ibrat Machlishahri,https://www.rekhta.org/poets/ibrat-machlishahri,Jaunpur,,
Ibrat Siddiqui,https://www.rekhta.org/poets/ibrat-siddiqui,,,
Idris Azad,https://www.rekhta.org/poets/idris-azad,,,
Idris Babar,https://www.rekhta.org/poets/idris-babar,Pakistan,1973,Prominent among new generation poets of Pakistan
Idris Siddiqui,https://www.rekhta.org/authors/idris-siddiqui-2,Canada,1954,He has written 60 books for children about basic science and environmental issues.
Iffat abbas,https://www.rekhta.org/poets/iffat-abbas,,1963,
Iffat Faridi,https://www.rekhta.org/poets/iffat-faridi,,,
Iffat Zarrin,https://www.rekhta.org/poets/iffat-zarrin,Delhi,1958,
Iffat Zeba Kakorvi,https://www.rekhta.org/poets/iffat-zeba-kakorvi,,1924 -2002,
Iftikhar Aazmi,https://www.rekhta.org/poets/iftikhar-aazmi,,1935 -1977,
Iftikhar Ahamad Siddiqi,https://www.rekhta.org/authors/iftikhar-ahamad-siddiqi,,,
Iftikhar Ahmad Fakhr,https://www.rekhta.org/poets/iftikhar-ahmad-fakhr,,,
Iftikhar Ahmad Iqbal,https://www.rekhta.org/poets/iftikhar-ahmad-iqbal,,,
Iftikhar Arif,https://www.rekhta.org/poets/iftikhar-arif,Islamabad,1943,"One of the most prominent Pakistani poets, famous for his cultural romanticism."
Iftikhar Bukhari,https://www.rekhta.org/poets/iftikhar-bukhari,Punjab,1956,
Iftikhar Falak Kazmi,https://www.rekhta.org/poets/iftikhar-falak-kazmi,Paharpur,1992,
Iftikhar Haidar,https://www.rekhta.org/poets/iftikhar-haidar,Lahore,1975,
Iftikhar Husain Muztar Khairabadi,https://www.rekhta.org/poets/iftikhar-husain-muztar-khairabadi,,,
Iftikhar Husain Rizwi Saeed,https://www.rekhta.org/poets/iftikhar-husain-rizwi-saeed,,,
Iftikhar Imam Siddiqi,https://www.rekhta.org/poets/iftikhar-imam-siddiqi,Mumbai,1947,
Iftikhar Jalib,https://www.rekhta.org/poets/iftikhar-jalib,Pakistan,1936 -2003,Known for setting hyper-modernist trend in Pakistani Urdu criticism called 'Lisani Tashkilat'
Iftikhar Jameel Shaheen,https://www.rekhta.org/poets/iftikhar-jameel-shaheen,,,
Iftikhar Mughal,https://www.rekhta.org/poets/iftikhar-mughal,Pakistan,1961,
Iftikhar Naseem,https://www.rekhta.org/poets/iftikhar-naseem,USA,1946 -2011,
Iftikhar Qaisar,https://www.rekhta.org/poets/iftikhar-qaisar,,1937,
Iftikhar Raghib,https://www.rekhta.org/poets/iftikhar-raghib,Qatar,1973,
Iftikhar Sagar,https://www.rekhta.org/poets/iftikhar-sagar,,,
Iftikhar Shafi,https://www.rekhta.org/poets/iftikhar-shafi,Pakistan,1973,
Iftikhar Shahid Abu Saad,https://www.rekhta.org/poets/iftikhar-shahid-abu-saad,Sialkot,1960,
Ijad Burhanpuri,https://www.rekhta.org/poets/ijad-burhanpuri,,-1771,
J E Najm,https://www.rekhta.org/poets/j-e-najm,Lahore,1985,
J Nandar Kumar,https://www.rekhta.org/authors/j-nandar-kumar,,,
J. B. Kulkarni,https://www.rekhta.org/authors/j-b-kulkarni,,,
J. P. Saeed,https://www.rekhta.org/poets/j-p-saeed,Aurangabad,1932,
Jaani Lakhnavi,https://www.rekhta.org/poets/jaani-lakhnavi,Lucknow,1998,
Jabbar Jameel,https://www.rekhta.org/poets/jabbar-jameel,,,
Jabbar Wasif,https://www.rekhta.org/poets/jabbar-wasif,Rahim Yar Khan,1975,
Jabir Ali Syed,https://www.rekhta.org/authors/jabir-ali-syed,,,
Jafar Abbas,https://www.rekhta.org/poets/jafar-abbas,California,1947 -2022,
Jafar Abbas Safvi,https://www.rekhta.org/poets/jafar-abbas-safvi,,1938,
Jafar Ali Hasrat,https://www.rekhta.org/poets/jafar-ali-hasrat,Lucknow,1734 -1792,Prominent contemporary of Mir Taqi Mir. Known for depiction of physicality in his romantic poetry
Jafar Ali Khan Zaki,https://www.rekhta.org/poets/jafar-ali-khan-zaki,,-1764,
Jafar Askari,https://www.rekhta.org/poets/jafar-askari,Pakistan,,
Jafar Baluch,https://www.rekhta.org/poets/jafar-baluch,Pakistan,1947,
Jafar Dakni,https://www.rekhta.org/poets/jafar-dakni,,,
Jafar Malihabadi,https://www.rekhta.org/authors/jafar-malihabadi,Lucknow,1946,
Jafar Raza,https://www.rekhta.org/poets/jafar-raza,Allahabd,1939 -2022,
Jafar Sahni,https://www.rekhta.org/poets/jafar-sahni,Kolkata,1941 -2018,
Jafar Shirazi,https://www.rekhta.org/poets/jafar-shirazi,Pakistan,1920,
Jafar Tahir,https://www.rekhta.org/poets/jafar-tahir,Pakistan,1917 -1977,
Jagan Nath Azad,https://www.rekhta.org/authors/jagan-nath-azad,Delhi,1918 -2004,Renowned Urdu scholar famous for his works on Iqbal. Wrote the first National Anthem of Pakistan.
Jagat Mohan Lal Ravan,https://www.rekhta.org/poets/jagat-mohan-lal-ravan,Lucknow,1889 -1934,Famous for his Rubai's and long poem on Gautam Budha.
Jagdeesh Masoom,https://www.rekhta.org/poets/jagdeesh-masoom,,,
Jagdeesh Raj Figar,https://www.rekhta.org/poets/jagdeesh-raj-figar,,,
Jagdish Prakash,https://www.rekhta.org/poets/jagdish-prakash,Gurgaon,1935,
Jagdish Sahay Saxena,https://www.rekhta.org/poets/jagdish-sahay-saxena,Shahjahanpur,,
Jageshwar Dayal Nashtar Kanpuri,https://www.rekhta.org/poets/jageshwar-dayal-nashtar-kanpuri,,,
Jagjeewan Lal Asthana sahar,https://www.rekhta.org/authors/jagjeewan-lal-asthana-sahar,Hyderabad,,
Jagjit Kafir,https://www.rekhta.org/poets/jagjit-kafir,Ludhiana,1979,
Jah Kanpuri,https://www.rekhta.org/poets/jah-kanpuri,,,
Jahan Ara Tabassum,https://www.rekhta.org/poets/jahan-ara-tabassum,Quetta,1970,
Jahangeer Imran,https://www.rekhta.org/poets/jahangeer-imran,,,
Jahangeer Khan Jauhar,https://www.rekhta.org/poets/jahangeer-khan-jauhar,,1934 -2014,
Jahangeer nayab,https://www.rekhta.org/poets/jahangeer-nayab,Kishanganj,1985,
Jahanzeb Sahir,https://www.rekhta.org/poets/jahanzeb-sahir,Faisalabad,1983,
Jai Mani Sarshar,https://www.rekhta.org/poets/jai-mani-sarshar,,,
Jai Prakash Ghafil,https://www.rekhta.org/poets/jai-prakash-ghafil,,,
Jai Raj Singh Jhala,https://www.rekhta.org/poets/jai-raj-singh-jhala,Ratlam,1998,
Jai Shree Thakur Shafaq,https://www.rekhta.org/poets/jai-shree-thakur-shafaq,Surat,,
JaiKrishn Chaudhry Habeeb,https://www.rekhta.org/poets/jaikrishn-chaudhry-habeeb,Jabalpur,1904,"Known for his role in Independence struggle, Urdu academics and literature"
Jaimini Sarshar,https://www.rekhta.org/poets/jaimini-sarshar,Sonipat,1904 -1984,
Jaishankar Prasad,https://www.rekhta.org/poets/jaishankar-prasad-1,,1889 -1937,
Jalal Aarif,https://www.rekhta.org/authors/jalal-aarif,,,
Jalal Kakvi,https://www.rekhta.org/poets/jalal-kakvi,,,
Jalal Lakhnavi,https://www.rekhta.org/poets/jalal-lakhnavi,Lucknow,1832 -1909,One of the most prominent later classical poets at Lucknow who was associated with Rampur State.
Jalal Manikpuri,https://www.rekhta.org/poets/jalal-manikpuri,,,
Jalaluddin Akbar,https://www.rekhta.org/poets/jalaluddin-akbar,,1905 -1940,
Jalee Amrohvi,https://www.rekhta.org/poets/jalee-amrohvi,Pakistan,1922 -2013,
Jaleel 'Aali',https://www.rekhta.org/poets/jaleel-aali,Rawalpindi,1945,
Jaleel Ahmad Qidwai,https://www.rekhta.org/authors/jaleel-ahmad-qidwai,Islamabad,1904 -1996,
K K Nanda Ashk,https://www.rekhta.org/poets/k-k-nanda-ashk,,1939,
K. Bauccha,https://www.rekhta.org/authors/k-bauccha,,,
K. Satchidanandan,https://www.rekhta.org/poets/k-satchidanandan,,1946,"Reknowned poet and critic, writing in Malayalam and English"
Kaami Shah,https://www.rekhta.org/poets/kaami-shah,Karachi,1979,
Kabeer,https://www.rekhta.org/poets/kabeer,Banaras,1440 -1518,Prominent saint-poet of the Nirguna tradition of medieval Bhakti-literature. Known for his rebellious views on caste and untouchability.
Kabeer Athar,https://www.rekhta.org/poets/kabeer-athar,Rahim Yar Khan,1962,
Kabir Ahmad Jaisi,https://www.rekhta.org/authors/kabir-ahmad-jaisi,Aligarh,1934 -2013,
Kabir Ajmal,https://www.rekhta.org/poets/kabir-ajmal,Banaras,1967 -2020,
Kafeel Aazar Amrohvi,https://www.rekhta.org/poets/kafeel-aazar-amrohvi,Mumbai,1940,"Poet and lyricist. Famous for his nazm ""baat niklegi to phir door talak jayegi"" sung by Jagjit Singh."
Kafeel Anwar,https://www.rekhta.org/authors/kafeel-anwar,Arrah,,
Kahkashaan Malik,https://www.rekhta.org/authors/kahkashaan-malik,Rawalpindi,1934,
Kahkashan Tabassum,https://www.rekhta.org/poets/kahkashan-tabassum,,1960,
